"Time";"Region";"AgeGroup";"Symptomatic";"Hospitalized";"R"
2020-12-05;"Nouvelle-Aquitaine";"15-19";235;1;1,5
2020-12-06;"Nouvelle-Aquitaine";"15-19";241;1;1,5
2020-12-07;"Nouvelle-Aquitaine";"15-19";248;1;1,5
2020-12-08;"Nouvelle-Aquitaine";"15-19";255;1;1,5
2020-12-09;"Nouvelle-Aquitaine";"15-19";262;1;1,5
2020-12-10;"Nouvelle-Aquitaine";"15-19";269;1;1,5
2020-12-11;"Nouvelle-Aquitaine";"15-19";276;1;1,5
2020-12-12;"Nouvelle-Aquitaine";"15-19";284;1;1,5
2020-12-13;"Nouvelle-Aquitaine";"15-19";291;1;1,5
2020-12-14;"Nouvelle-Aquitaine";"15-19";299;1;1,5
2020-12-15;"Nouvelle-Aquitaine";"15-19";307;1;1,5
2020-12-16;"Nouvelle-Aquitaine";"15-19";315;1;1,5
2020-12-17;"Nouvelle-Aquitaine";"15-19";323;1;1,5
2020-12-18;"Nouvelle-Aquitaine";"15-19";331;1;1,5
2020-12-19;"Nouvelle-Aquitaine";"15-19";339;1;1,5
2020-12-20;"Nouvelle-Aquitaine";"15-19";347;1;1,5
2020-12-21;"Nouvelle-Aquitaine";"15-19";355;1;1,5
2020-12-22;"Nouvelle-Aquitaine";"15-19";364;1;1,5
2020-12-23;"Nouvelle-Aquitaine";"15-19";372;1;1,5
2020-12-24;"Nouvelle-Aquitaine";"15-19";381;1;1,5
2020-12-25;"Nouvelle-Aquitaine";"15-19";389;1;1,5
2020-12-26;"Nouvelle-Aquitaine";"15-19";398;1;1,5
2020-12-27;"Nouvelle-Aquitaine";"15-19";406;1;1,5
2020-12-28;"Nouvelle-Aquitaine";"15-19";415;1;1,5
2020-12-29;"Nouvelle-Aquitaine";"15-19";424;1;1,5
2020-12-30;"Nouvelle-Aquitaine";"15-19";432;1;1,5
2020-12-31;"Nouvelle-Aquitaine";"15-19";441;1;1,5
2020-03-10;"Nouvelle-Aquitaine";"20-24";16;0;1,5
2020-03-11;"Nouvelle-Aquitaine";"20-24";18;0;1,5
2020-03-12;"Nouvelle-Aquitaine";"20-24";22;0;1,5
2020-03-13;"Nouvelle-Aquitaine";"20-24";26;0;1,5
2020-03-14;"Nouvelle-Aquitaine";"20-24";31;0;1,5
2020-03-15;"Nouvelle-Aquitaine";"20-24";36;0;1,5
2020-03-16;"Nouvelle-Aquitaine";"20-24";43;0;1,5
2020-03-17;"Nouvelle-Aquitaine";"20-24";51;0;1,5
2020-03-18;"Nouvelle-Aquitaine";"20-24";60;0;1,5
2020-03-19;"Nouvelle-Aquitaine";"20-24";71;0;1,5
2020-03-20;"Nouvelle-Aquitaine";"20-24";84;1;1,5
2020-03-21;"Nouvelle-Aquitaine";"20-24";100;1;1,5
2020-03-22;"Nouvelle-Aquitaine";"20-24";118;1;1,5
2020-03-23;"Nouvelle-Aquitaine";"20-24";140;1;1,5
2020-03-24;"Nouvelle-Aquitaine";"20-24";165;1;1,5
2020-03-25;"Nouvelle-Aquitaine";"20-24";188;1;1,5
2020-03-26;"Nouvelle-Aquitaine";"20-24";190;1;1,5
2020-03-27;"Nouvelle-Aquitaine";"20-24";176;2;1,5
2020-03-28;"Nouvelle-Aquitaine";"20-24";156;2;1,5
2020-03-29;"Nouvelle-Aquitaine";"20-24";135;2;1,5
2020-03-30;"Nouvelle-Aquitaine";"20-24";117;2;1,5
2020-03-31;"Nouvelle-Aquitaine";"20-24";102;2;1,5
2020-04-01;"Nouvelle-Aquitaine";"20-24";91;2;1,5
2020-04-02;"Nouvelle-Aquitaine";"20-24";83;1;1,5
2020-04-03;"Nouvelle-Aquitaine";"20-24";76;1;1,5
2020-04-04;"Nouvelle-Aquitaine";"20-24";71;1;1,5
2020-04-05;"Nouvelle-Aquitaine";"20-24";66;1;1,5
2020-04-06;"Nouvelle-Aquitaine";"20-24";62;1;1,5
2020-04-07;"Nouvelle-Aquitaine";"20-24";59;1;1,5
2020-04-08;"Nouvelle-Aquitaine";"20-24";56;1;1,5
2020-04-09;"Nouvelle-Aquitaine";"20-24";53;1;1,5
2020-04-10;"Nouvelle-Aquitaine";"20-24";50;1;1,5
2020-04-11;"Nouvelle-Aquitaine";"20-24";48;1;1,5
2020-04-12;"Nouvelle-Aquitaine";"20-24";45;1;1,5
2020-04-13;"Nouvelle-Aquitaine";"20-24";43;1;1,5
2020-04-14;"Nouvelle-Aquitaine";"20-24";41;1;1,5
2020-04-15;"Nouvelle-Aquitaine";"20-24";38;1;1,5
2020-04-16;"Nouvelle-Aquitaine";"20-24";36;1;1,5
2020-04-17;"Nouvelle-Aquitaine";"20-24";35;1;1,5
2020-04-18;"Nouvelle-Aquitaine";"20-24";33;1;1,5
2020-04-19;"Nouvelle-Aquitaine";"20-24";31;1;1,5
2020-04-20;"Nouvelle-Aquitaine";"20-24";29;0;1,5
2020-04-21;"Nouvelle-Aquitaine";"20-24";28;0;1,5
2020-04-22;"Nouvelle-Aquitaine";"20-24";26;0;1,5
2020-04-23;"Nouvelle-Aquitaine";"20-24";25;0;1,5
2020-04-24;"Nouvelle-Aquitaine";"20-24";24;0;1,5
2020-04-25;"Nouvelle-Aquitaine";"20-24";22;0;1,5
2020-04-26;"Nouvelle-Aquitaine";"20-24";21;0;1,5
2020-04-27;"Nouvelle-Aquitaine";"20-24";20;0;1,5
2020-04-28;"Nouvelle-Aquitaine";"20-24";19;0;1,5
2020-04-29;"Nouvelle-Aquitaine";"20-24";18;0;1,5
2020-04-30;"Nouvelle-Aquitaine";"20-24";17;0;1,5
2020-05-01;"Nouvelle-Aquitaine";"20-24";16;0;1,5
2020-05-02;"Nouvelle-Aquitaine";"20-24";15;0;1,5
2020-05-03;"Nouvelle-Aquitaine";"20-24";15;0;1,5
2020-05-04;"Nouvelle-Aquitaine";"20-24";14;0;1,5
2020-05-05;"Nouvelle-Aquitaine";"20-24";13;0;1,5
2020-05-06;"Nouvelle-Aquitaine";"20-24";12;0;1,5
2020-05-07;"Nouvelle-Aquitaine";"20-24";12;0;1,5
2020-05-08;"Nouvelle-Aquitaine";"20-24";11;0;1,5
2020-05-09;"Nouvelle-Aquitaine";"20-24";11;0;1,5
2020-05-10;"Nouvelle-Aquitaine";"20-24";10;0;1,5
2020-05-11;"Nouvelle-Aquitaine";"20-24";10;0;1,5
2020-05-12;"Nouvelle-Aquitaine";"20-24";9;0;1,5
2020-05-13;"Nouvelle-Aquitaine";"20-24";9;0;1,5
2020-05-14;"Nouvelle-Aquitaine";"20-24";8;0;1,5
2020-05-15;"Nouvelle-Aquitaine";"20-24";8;0;1,5
2020-05-16;"Nouvelle-Aquitaine";"20-24";7;0;1,5
2020-05-17;"Nouvelle-Aquitaine";"20-24";7;0;1,5
2020-05-18;"Nouvelle-Aquitaine";"20-24";7;0;1,5
2020-05-19;"Nouvelle-Aquitaine";"20-24";6;0;1,5
2020-05-20;"Nouvelle-Aquitaine";"20-24";6;0;1,5
2020-05-21;"Nouvelle-Aquitaine";"20-24";6;0;1,5
2020-05-22;"Nouvelle-Aquitaine";"20-24";5;0;1,5
2020-05-23;"Nouvelle-Aquitaine";"20-24";5;0;1,5
2020-05-24;"Nouvelle-Aquitaine";"20-24";5;0;1,5
2020-05-25;"Nouvelle-Aquitaine";"20-24";5;0;1,5
2020-05-26;"Nouvelle-Aquitaine";"20-24";4;0;1,5
2020-05-27;"Nouvelle-Aquitaine";"20-24";4;0;1,5
2020-05-28;"Nouvelle-Aquitaine";"20-24";4;0;1,5
2020-05-29;"Nouvelle-Aquitaine";"20-24";4;0;1,5
2020-05-30;"Nouvelle-Aquitaine";"20-24";4;0;1,5
2020-05-31;"Nouvelle-Aquitaine";"20-24";3;0;1,5
2020-06-01;"Nouvelle-Aquitaine";"20-24";3;0;1,5
2020-06-02;"Nouvelle-Aquitaine";"20-24";3;0;1,5
2020-06-03;"Nouvelle-Aquitaine";"20-24";3;0;1,5
2020-06-04;"Nouvelle-Aquitaine";"20-24";3;0;1,5
2020-06-05;"Nouvelle-Aquitaine";"20-24";3;0;1,5
2020-06-06;"Nouvelle-Aquitaine";"20-24";2;0;1,5
2020-06-07;"Nouvelle-Aquitaine";"20-24";2;0;1,5
2020-06-08;"Nouvelle-Aquitaine";"20-24";2;0;1,5
2020-06-09;"Nouvelle-Aquitaine";"20-24";2;0;1,5
2020-06-10;"Nouvelle-Aquitaine";"20-24";2;0;1,5
2020-06-11;"Nouvelle-Aquitaine";"20-24";2;0;1,5
2020-06-12;"Nouvelle-Aquitaine";"20-24";2;0;1,5
2020-06-13;"Nouvelle-Aquitaine";"20-24";2;0;1,5
2020-06-14;"Nouvelle-Aquitaine";"20-24";2;0;1,5
2020-06-15;"Nouvelle-Aquitaine";"20-24";2;0;1,5
2020-06-16;"Nouvelle-Aquitaine";"20-24";1;0;1,5
2020-06-17;"Nouvelle-Aquitaine";"20-24";1;0;1,5
2020-06-18;"Nouvelle-Aquitaine";"20-24";1;0;1,5
2020-06-19;"Nouvelle-Aquitaine";"20-24";1;0;1,5
2020-06-20;"Nouvelle-Aquitaine";"20-24";1;0;1,5
2020-06-21;"Nouvelle-Aquitaine";"20-24";1;0;1,5
2020-06-22;"Nouvelle-Aquitaine";"20-24";1;0;1,5
2020-06-23;"Nouvelle-Aquitaine";"20-24";1;0;1,5
2020-06-24;"Nouvelle-Aquitaine";"20-24";1;0;1,5
2020-06-25;"Nouvelle-Aquitaine";"20-24";1;0;1,5
2020-06-26;"Nouvelle-Aquitaine";"20-24";1;0;1,5
2020-06-27;"Nouvelle-Aquitaine";"20-24";1;0;1,5
2020-06-28;"Nouvelle-Aquitaine";"20-24";1;0;1,5
2020-06-29;"Nouvelle-Aquitaine";"20-24";1;0;1,5
2020-06-30;"Nouvelle-Aquitaine";"20-24";1;0;1,5
2020-07-01;"Nouvelle-Aquitaine";"20-24";1;0;1,5
2020-07-02;"Nouvelle-Aquitaine";"20-24";1;0;1,5
2020-07-03;"Nouvelle-Aquitaine";"20-24";1;0;1,5
2020-07-04;"Nouvelle-Aquitaine";"20-24";1;0;1,5
2020-07-05;"Nouvelle-Aquitaine";"20-24";1;0;1,5
2020-07-06;"Nouvelle-Aquitaine";"20-24";1;0;1,5
2020-07-07;"Nouvelle-Aquitaine";"20-24";1;0;1,5
2020-07-08;"Nouvelle-Aquitaine";"20-24";1;0;1,5
2020-07-09;"Nouvelle-Aquitaine";"20-24";1;0;1,5
2020-07-10;"Nouvelle-Aquitaine";"20-24";1;0;1,5
2020-07-11;"Nouvelle-Aquitaine";"20-24";1;0;1,5
2020-07-12;"Nouvelle-Aquitaine";"20-24";1;0;1,5
2020-07-13;"Nouvelle-Aquitaine";"20-24";1;0;1,5
2020-07-14;"Nouvelle-Aquitaine";"20-24";1;0;1,5
2020-07-15;"Nouvelle-Aquitaine";"20-24";2;0;1,5
2020-07-16;"Nouvelle-Aquitaine";"20-24";2;0;1,5
2020-07-17;"Nouvelle-Aquitaine";"20-24";2;0;1,5
2020-07-18;"Nouvelle-Aquitaine";"20-24";2;0;1,5
2020-07-19;"Nouvelle-Aquitaine";"20-24";2;0;1,5
2020-07-20;"Nouvelle-Aquitaine";"20-24";2;0;1,5
2020-07-21;"Nouvelle-Aquitaine";"20-24";2;0;1,5
2020-07-22;"Nouvelle-Aquitaine";"20-24";2;0;1,5
2020-07-23;"Nouvelle-Aquitaine";"20-24";2;0;1,5
2020-07-24;"Nouvelle-Aquitaine";"20-24";2;0;1,5
2020-07-25;"Nouvelle-Aquitaine";"20-24";2;0;1,5
2020-07-26;"Nouvelle-Aquitaine";"20-24";2;0;1,5
2020-07-27;"Nouvelle-Aquitaine";"20-24";2;0;1,5
2020-07-28;"Nouvelle-Aquitaine";"20-24";2;0;1,5
2020-07-29;"Nouvelle-Aquitaine";"20-24";2;0;1,5
2020-07-30;"Nouvelle-Aquitaine";"20-24";3;0;1,5
2020-07-31;"Nouvelle-Aquitaine";"20-24";3;0;1,5
2020-08-01;"Nouvelle-Aquitaine";"20-24";3;0;1,5
2020-08-02;"Nouvelle-Aquitaine";"20-24";3;0;1,5
2020-08-03;"Nouvelle-Aquitaine";"20-24";3;0;1,5
2020-08-04;"Nouvelle-Aquitaine";"20-24";3;0;1,5
2020-08-05;"Nouvelle-Aquitaine";"20-24";3;0;1,5
2020-08-06;"Nouvelle-Aquitaine";"20-24";3;0;1,5
2020-08-07;"Nouvelle-Aquitaine";"20-24";3;0;1,5
2020-08-08;"Nouvelle-Aquitaine";"20-24";4;0;1,5
2020-08-09;"Nouvelle-Aquitaine";"20-24";4;0;1,5
2020-08-10;"Nouvelle-Aquitaine";"20-24";4;0;1,5
2020-08-11;"Nouvelle-Aquitaine";"20-24";4;0;1,5
2020-08-12;"Nouvelle-Aquitaine";"20-24";4;0;1,5
2020-08-13;"Nouvelle-Aquitaine";"20-24";4;0;1,5
2020-08-14;"Nouvelle-Aquitaine";"20-24";4;0;1,5
2020-08-15;"Nouvelle-Aquitaine";"20-24";5;0;1,5
2020-08-16;"Nouvelle-Aquitaine";"20-24";5;0;1,5
2020-08-17;"Nouvelle-Aquitaine";"20-24";5;0;1,5
2020-08-18;"Nouvelle-Aquitaine";"20-24";5;0;1,5
2020-08-19;"Nouvelle-Aquitaine";"20-24";5;0;1,5
2020-08-20;"Nouvelle-Aquitaine";"20-24";5;0;1,5
2020-08-21;"Nouvelle-Aquitaine";"20-24";6;0;1,5
2020-08-22;"Nouvelle-Aquitaine";"20-24";6;0;1,5
2020-08-23;"Nouvelle-Aquitaine";"20-24";6;0;1,5
2020-08-24;"Nouvelle-Aquitaine";"20-24";6;0;1,5
2020-08-25;"Nouvelle-Aquitaine";"20-24";6;0;1,5
2020-08-26;"Nouvelle-Aquitaine";"20-24";7;0;1,5
2020-08-27;"Nouvelle-Aquitaine";"20-24";7;0;1,5
2020-08-28;"Nouvelle-Aquitaine";"20-24";7;0;1,5
2020-08-29;"Nouvelle-Aquitaine";"20-24";7;0;1,5
2020-08-30;"Nouvelle-Aquitaine";"20-24";8;0;1,5
2020-08-31;"Nouvelle-Aquitaine";"20-24";8;0;1,5
2020-09-01;"Nouvelle-Aquitaine";"20-24";8;0;1,5
2020-09-02;"Nouvelle-Aquitaine";"20-24";9;0;1,5
2020-09-03;"Nouvelle-Aquitaine";"20-24";9;0;1,5
2020-09-04;"Nouvelle-Aquitaine";"20-24";9;0;1,5
2020-09-05;"Nouvelle-Aquitaine";"20-24";10;0;1,5
2020-09-06;"Nouvelle-Aquitaine";"20-24";10;0;1,5
2020-09-07;"Nouvelle-Aquitaine";"20-24";10;0;1,5
2020-09-08;"Nouvelle-Aquitaine";"20-24";11;0;1,5
2020-09-09;"Nouvelle-Aquitaine";"20-24";11;0;1,5
2020-09-10;"Nouvelle-Aquitaine";"20-24";11;0;1,5
2020-09-11;"Nouvelle-Aquitaine";"20-24";12;0;1,5
2020-09-12;"Nouvelle-Aquitaine";"20-24";12;0;1,5
2020-09-13;"Nouvelle-Aquitaine";"20-24";13;0;1,5
2020-09-14;"Nouvelle-Aquitaine";"20-24";13;0;1,5
2020-09-15;"Nouvelle-Aquitaine";"20-24";13;0;1,5
2020-09-16;"Nouvelle-Aquitaine";"20-24";14;0;1,5
2020-09-17;"Nouvelle-Aquitaine";"20-24";14;0;1,5
2020-09-18;"Nouvelle-Aquitaine";"20-24";15;0;1,5
2020-09-19;"Nouvelle-Aquitaine";"20-24";16;0;1,5
2020-09-20;"Nouvelle-Aquitaine";"20-24";16;0;1,5
2020-09-21;"Nouvelle-Aquitaine";"20-24";17;0;1,5
2020-09-22;"Nouvelle-Aquitaine";"20-24";17;0;1,5
2020-09-23;"Nouvelle-Aquitaine";"20-24";18;0;1,5
2020-09-24;"Nouvelle-Aquitaine";"20-24";18;0;1,5
2020-09-25;"Nouvelle-Aquitaine";"20-24";19;0;1,5
2020-09-26;"Nouvelle-Aquitaine";"20-24";20;0;1,5
2020-09-27;"Nouvelle-Aquitaine";"20-24";20;0;1,5
2020-09-28;"Nouvelle-Aquitaine";"20-24";21;0;1,5
2020-09-29;"Nouvelle-Aquitaine";"20-24";22;0;1,5
2020-09-30;"Nouvelle-Aquitaine";"20-24";23;0;1,5
2020-10-01;"Nouvelle-Aquitaine";"20-24";24;0;1,5
2020-10-02;"Nouvelle-Aquitaine";"20-24";24;0;1,5
2020-10-03;"Nouvelle-Aquitaine";"20-24";25;0;1,5
2020-10-04;"Nouvelle-Aquitaine";"20-24";26;0;1,5
2020-10-05;"Nouvelle-Aquitaine";"20-24";27;0;1,5
2020-10-06;"Nouvelle-Aquitaine";"20-24";28;0;1,5
2020-10-07;"Nouvelle-Aquitaine";"20-24";29;0;1,5
2020-10-08;"Nouvelle-Aquitaine";"20-24";30;0;1,5
2020-10-09;"Nouvelle-Aquitaine";"20-24";31;0;1,5
2020-10-10;"Nouvelle-Aquitaine";"20-24";32;0;1,5
2020-10-11;"Nouvelle-Aquitaine";"20-24";33;0;1,5
2020-10-12;"Nouvelle-Aquitaine";"20-24";34;0;1,5
2020-10-13;"Nouvelle-Aquitaine";"20-24";36;0;1,5
2020-10-14;"Nouvelle-Aquitaine";"20-24";37;0;1,5
2020-10-15;"Nouvelle-Aquitaine";"20-24";38;0;1,5
2020-10-16;"Nouvelle-Aquitaine";"20-24";39;0;1,5
2020-10-17;"Nouvelle-Aquitaine";"20-24";41;0;1,5
2020-10-18;"Nouvelle-Aquitaine";"20-24";42;0;1,5
2020-10-19;"Nouvelle-Aquitaine";"20-24";44;0;1,5
2020-10-20;"Nouvelle-Aquitaine";"20-24";45;0;1,5
2020-10-21;"Nouvelle-Aquitaine";"20-24";47;0;1,5
2020-10-22;"Nouvelle-Aquitaine";"20-24";48;0;1,5
2020-10-23;"Nouvelle-Aquitaine";"20-24";50;1;1,5
2020-10-24;"Nouvelle-Aquitaine";"20-24";52;1;1,5
2020-10-25;"Nouvelle-Aquitaine";"20-24";53;1;1,5
2020-10-26;"Nouvelle-Aquitaine";"20-24";55;1;1,5
2020-10-27;"Nouvelle-Aquitaine";"20-24";57;1;1,5
2020-10-28;"Nouvelle-Aquitaine";"20-24";59;1;1,5
2020-10-29;"Nouvelle-Aquitaine";"20-24";61;1;1,5
2020-10-30;"Nouvelle-Aquitaine";"20-24";63;1;1,5
2020-10-31;"Nouvelle-Aquitaine";"20-24";65;1;1,5
2020-11-01;"Nouvelle-Aquitaine";"20-24";67;1;1,5
2020-11-02;"Nouvelle-Aquitaine";"20-24";70;1;1,5
2020-11-03;"Nouvelle-Aquitaine";"20-24";72;1;1,5
2020-11-04;"Nouvelle-Aquitaine";"20-24";74;1;1,5
2020-11-05;"Nouvelle-Aquitaine";"20-24";77;1;1,5
2020-11-06;"Nouvelle-Aquitaine";"20-24";79;1;1,5
2020-11-07;"Nouvelle-Aquitaine";"20-24";82;1;1,5
2020-11-08;"Nouvelle-Aquitaine";"20-24";85;1;1,5
2020-11-09;"Nouvelle-Aquitaine";"20-24";88;1;1,5
2020-11-10;"Nouvelle-Aquitaine";"20-24";90;1;1,5
2020-11-11;"Nouvelle-Aquitaine";"20-24";93;1;1,5
2020-11-12;"Nouvelle-Aquitaine";"20-24";96;1;1,5
2020-11-13;"Nouvelle-Aquitaine";"20-24";100;1;1,5
2020-11-14;"Nouvelle-Aquitaine";"20-24";103;1;1,5
2020-11-15;"Nouvelle-Aquitaine";"20-24";106;1;1,5
2020-11-16;"Nouvelle-Aquitaine";"20-24";110;1;1,5
2020-11-17;"Nouvelle-Aquitaine";"20-24";113;1;1,5
2020-11-18;"Nouvelle-Aquitaine";"20-24";117;1;1,5
2020-11-19;"Nouvelle-Aquitaine";"20-24";120;1;1,5
2020-11-20;"Nouvelle-Aquitaine";"20-24";124;1;1,5
2020-11-21;"Nouvelle-Aquitaine";"20-24";128;1;1,5
2020-11-22;"Nouvelle-Aquitaine";"20-24";132;1;1,5
2020-11-23;"Nouvelle-Aquitaine";"20-24";136;1;1,5
2020-11-24;"Nouvelle-Aquitaine";"20-24";141;1;1,5
2020-11-25;"Nouvelle-Aquitaine";"20-24";145;2;1,5
2020-11-26;"Nouvelle-Aquitaine";"20-24";149;2;1,5
2020-11-27;"Nouvelle-Aquitaine";"20-24";154;2;1,5
2020-11-28;"Nouvelle-Aquitaine";"20-24";159;2;1,5
2020-11-29;"Nouvelle-Aquitaine";"20-24";163;2;1,5
2020-11-30;"Nouvelle-Aquitaine";"20-24";168;2;1,5
2020-12-01;"Nouvelle-Aquitaine";"20-24";173;2;1,5
2020-12-02;"Nouvelle-Aquitaine";"20-24";178;2;1,5
2020-12-03;"Nouvelle-Aquitaine";"20-24";184;2;1,5
2020-12-04;"Nouvelle-Aquitaine";"20-24";189;2;1,5
2020-12-05;"Nouvelle-Aquitaine";"20-24";194;2;1,5
2020-12-06;"Nouvelle-Aquitaine";"20-24";200;2;1,5
2020-12-07;"Nouvelle-Aquitaine";"20-24";206;2;1,5
2020-12-08;"Nouvelle-Aquitaine";"20-24";211;2;1,5
2020-12-09;"Nouvelle-Aquitaine";"20-24";217;2;1,5
2020-12-10;"Nouvelle-Aquitaine";"20-24";223;2;1,5
2020-12-11;"Nouvelle-Aquitaine";"20-24";230;2;1,5
2020-12-12;"Nouvelle-Aquitaine";"20-24";236;2;1,5
2020-12-13;"Nouvelle-Aquitaine";"20-24";242;3;1,5
2020-12-14;"Nouvelle-Aquitaine";"20-24";249;3;1,5
2020-12-15;"Nouvelle-Aquitaine";"20-24";255;3;1,5
2020-12-16;"Nouvelle-Aquitaine";"20-24";262;3;1,5
2020-12-17;"Nouvelle-Aquitaine";"20-24";268;3;1,5
2020-12-18;"Nouvelle-Aquitaine";"20-24";275;3;1,5
2020-12-19;"Nouvelle-Aquitaine";"20-24";282;3;1,5
2020-12-20;"Nouvelle-Aquitaine";"20-24";289;3;1,5
2020-12-21;"Nouvelle-Aquitaine";"20-24";296;3;1,5
2020-12-22;"Nouvelle-Aquitaine";"20-24";303;3;1,5
2020-12-23;"Nouvelle-Aquitaine";"20-24";311;3;1,5
2020-12-24;"Nouvelle-Aquitaine";"20-24";318;3;1,5
2020-12-25;"Nouvelle-Aquitaine";"20-24";325;3;1,5
2020-12-26;"Nouvelle-Aquitaine";"20-24";333;4;1,5
2020-12-27;"Nouvelle-Aquitaine";"20-24";340;4;1,5
2020-12-28;"Nouvelle-Aquitaine";"20-24";347;4;1,5
2020-12-29;"Nouvelle-Aquitaine";"20-24";355;4;1,5
2020-12-30;"Nouvelle-Aquitaine";"20-24";362;4;1,5
2020-12-31;"Nouvelle-Aquitaine";"20-24";370;4;1,5
2020-03-10;"Nouvelle-Aquitaine";"25-29";15;0;1,5
2020-03-11;"Nouvelle-Aquitaine";"25-29";17;0;1,5
2020-03-12;"Nouvelle-Aquitaine";"25-29";21;0;1,5
2020-03-13;"Nouvelle-Aquitaine";"25-29";25;0;1,5
2020-03-14;"Nouvelle-Aquitaine";"25-29";29;0;1,5
2020-03-15;"Nouvelle-Aquitaine";"25-29";34;0;1,5
2020-03-16;"Nouvelle-Aquitaine";"25-29";41;0;1,5
2020-03-17;"Nouvelle-Aquitaine";"25-29";48;0;1,5
2020-03-18;"Nouvelle-Aquitaine";"25-29";57;0;1,5
2020-03-19;"Nouvelle-Aquitaine";"25-29";67;0;1,5
2020-03-20;"Nouvelle-Aquitaine";"25-29";80;1;1,5
2020-03-21;"Nouvelle-Aquitaine";"25-29";94;1;1,5
2020-03-22;"Nouvelle-Aquitaine";"25-29";112;1;1,5
2020-03-23;"Nouvelle-Aquitaine";"25-29";132;1;1,5
2020-03-24;"Nouvelle-Aquitaine";"25-29";156;1;1,5
2020-03-25;"Nouvelle-Aquitaine";"25-29";177;1;1,5
2020-03-26;"Nouvelle-Aquitaine";"25-29";180;1;1,5
2020-03-27;"Nouvelle-Aquitaine";"25-29";167;2;1,5
2020-03-28;"Nouvelle-Aquitaine";"25-29";147;2;1,5
2020-03-29;"Nouvelle-Aquitaine";"25-29";128;2;1,5
2020-03-30;"Nouvelle-Aquitaine";"25-29";111;2;1,5
2020-03-31;"Nouvelle-Aquitaine";"25-29";97;1;1,5
2020-04-01;"Nouvelle-Aquitaine";"25-29";86;1;1,5
2020-04-02;"Nouvelle-Aquitaine";"25-29";78;1;1,5
2020-04-03;"Nouvelle-Aquitaine";"25-29";72;1;1,5
2020-04-04;"Nouvelle-Aquitaine";"25-29";67;1;1,5
2020-04-05;"Nouvelle-Aquitaine";"25-29";63;1;1,5
2020-04-06;"Nouvelle-Aquitaine";"25-29";59;1;1,5
2020-04-07;"Nouvelle-Aquitaine";"25-29";56;1;1,5
2020-04-08;"Nouvelle-Aquitaine";"25-29";53;1;1,5
2020-04-09;"Nouvelle-Aquitaine";"25-29";50;1;1,5
2020-04-10;"Nouvelle-Aquitaine";"25-29";47;1;1,5
2020-04-11;"Nouvelle-Aquitaine";"25-29";45;1;1,5
2020-04-12;"Nouvelle-Aquitaine";"25-29";43;1;1,5
2020-04-13;"Nouvelle-Aquitaine";"25-29";40;1;1,5
2020-04-14;"Nouvelle-Aquitaine";"25-29";38;1;1,5
2020-04-15;"Nouvelle-Aquitaine";"25-29";36;1;1,5
2020-04-16;"Nouvelle-Aquitaine";"25-29";34;1;1,5
2020-04-17;"Nouvelle-Aquitaine";"25-29";33;1;1,5
2020-04-18;"Nouvelle-Aquitaine";"25-29";31;1;1,5
2020-04-19;"Nouvelle-Aquitaine";"25-29";29;0;1,5
2020-04-20;"Nouvelle-Aquitaine";"25-29";28;0;1,5
2020-04-21;"Nouvelle-Aquitaine";"25-29";26;0;1,5
2020-04-22;"Nouvelle-Aquitaine";"25-29";25;0;1,5
2020-04-23;"Nouvelle-Aquitaine";"25-29";24;0;1,5
2020-04-24;"Nouvelle-Aquitaine";"25-29";22;0;1,5
2020-04-25;"Nouvelle-Aquitaine";"25-29";21;0;1,5
2020-04-26;"Nouvelle-Aquitaine";"25-29";20;0;1,5
2020-04-27;"Nouvelle-Aquitaine";"25-29";19;0;1,5
2020-04-28;"Nouvelle-Aquitaine";"25-29";18;0;1,5
2020-04-29;"Nouvelle-Aquitaine";"25-29";17;0;1,5
2020-04-30;"Nouvelle-Aquitaine";"25-29";16;0;1,5
2020-05-01;"Nouvelle-Aquitaine";"25-29";15;0;1,5
2020-05-02;"Nouvelle-Aquitaine";"25-29";15;0;1,5
2020-05-03;"Nouvelle-Aquitaine";"25-29";14;0;1,5
2020-05-04;"Nouvelle-Aquitaine";"25-29";13;0;1,5
2020-05-05;"Nouvelle-Aquitaine";"25-29";12;0;1,5
2020-05-06;"Nouvelle-Aquitaine";"25-29";12;0;1,5
2020-05-07;"Nouvelle-Aquitaine";"25-29";11;0;1,5
2020-05-08;"Nouvelle-Aquitaine";"25-29";11;0;1,5
2020-05-09;"Nouvelle-Aquitaine";"25-29";10;0;1,5
2020-05-10;"Nouvelle-Aquitaine";"25-29";10;0;1,5
2020-05-11;"Nouvelle-Aquitaine";"25-29";9;0;1,5
2020-05-12;"Nouvelle-Aquitaine";"25-29";9;0;1,5
2020-05-13;"Nouvelle-Aquitaine";"25-29";8;0;1,5
2020-05-14;"Nouvelle-Aquitaine";"25-29";8;0;1,5
2020-05-15;"Nouvelle-Aquitaine";"25-29";7;0;1,5
2020-05-16;"Nouvelle-Aquitaine";"25-29";7;0;1,5
2020-05-17;"Nouvelle-Aquitaine";"25-29";7;0;1,5
2020-05-18;"Nouvelle-Aquitaine";"25-29";6;0;1,5
2020-05-19;"Nouvelle-Aquitaine";"25-29";6;0;1,5
2020-05-20;"Nouvelle-Aquitaine";"25-29";6;0;1,5
2020-05-21;"Nouvelle-Aquitaine";"25-29";5;0;1,5
2020-05-22;"Nouvelle-Aquitaine";"25-29";5;0;1,5
