"Time";"Region";"AgeGroup";"Symptomatic";"Hospitalized";"R"
2020-05-29;"Auvergne-Rhone-Alpes";"5-9";14;0;1,5
2020-05-30;"Auvergne-Rhone-Alpes";"5-9";13;0;1,5
2020-05-31;"Auvergne-Rhone-Alpes";"5-9";13;0;1,5
2020-06-01;"Auvergne-Rhone-Alpes";"5-9";12;0;1,5
2020-06-02;"Auvergne-Rhone-Alpes";"5-9";12;0;1,5
2020-06-03;"Auvergne-Rhone-Alpes";"5-9";11;0;1,5
2020-06-04;"Auvergne-Rhone-Alpes";"5-9";11;0;1,5
2020-06-05;"Auvergne-Rhone-Alpes";"5-9";10;0;1,5
2020-06-06;"Auvergne-Rhone-Alpes";"5-9";10;0;1,5
2020-06-07;"Auvergne-Rhone-Alpes";"5-9";9;0;1,5
2020-06-08;"Auvergne-Rhone-Alpes";"5-9";9;0;1,5
2020-06-09;"Auvergne-Rhone-Alpes";"5-9";8;0;1,5
2020-06-10;"Auvergne-Rhone-Alpes";"5-9";8;0;1,5
2020-06-11;"Auvergne-Rhone-Alpes";"5-9";8;0;1,5
2020-06-12;"Auvergne-Rhone-Alpes";"5-9";7;0;1,5
2020-06-13;"Auvergne-Rhone-Alpes";"5-9";7;0;1,5
2020-06-14;"Auvergne-Rhone-Alpes";"5-9";7;0;1,5
2020-06-15;"Auvergne-Rhone-Alpes";"5-9";7;0;1,5
2020-06-16;"Auvergne-Rhone-Alpes";"5-9";6;0;1,5
2020-06-17;"Auvergne-Rhone-Alpes";"5-9";6;0;1,5
2020-06-18;"Auvergne-Rhone-Alpes";"5-9";6;0;1,5
2020-06-19;"Auvergne-Rhone-Alpes";"5-9";5;0;1,5
2020-06-20;"Auvergne-Rhone-Alpes";"5-9";5;0;1,5
2020-06-21;"Auvergne-Rhone-Alpes";"5-9";5;0;1,5
2020-06-22;"Auvergne-Rhone-Alpes";"5-9";5;0;1,5
2020-06-23;"Auvergne-Rhone-Alpes";"5-9";5;0;1,5
2020-06-24;"Auvergne-Rhone-Alpes";"5-9";4;0;1,5
2020-06-25;"Auvergne-Rhone-Alpes";"5-9";4;0;1,5
2020-06-26;"Auvergne-Rhone-Alpes";"5-9";4;0;1,5
2020-06-27;"Auvergne-Rhone-Alpes";"5-9";4;0;1,5
2020-06-28;"Auvergne-Rhone-Alpes";"5-9";4;0;1,5
2020-06-29;"Auvergne-Rhone-Alpes";"5-9";4;0;1,5
2020-06-30;"Auvergne-Rhone-Alpes";"5-9";3;0;1,5
2020-07-01;"Auvergne-Rhone-Alpes";"5-9";3;0;1,5
2020-07-02;"Auvergne-Rhone-Alpes";"5-9";3;0;1,5
2020-07-03;"Auvergne-Rhone-Alpes";"5-9";3;0;1,5
2020-07-04;"Auvergne-Rhone-Alpes";"5-9";4;0;1,5
2020-07-05;"Auvergne-Rhone-Alpes";"5-9";4;0;1,5
2020-07-06;"Auvergne-Rhone-Alpes";"5-9";4;0;1,5
2020-07-07;"Auvergne-Rhone-Alpes";"5-9";5;0;1,5
2020-07-08;"Auvergne-Rhone-Alpes";"5-9";5;0;1,5
2020-07-09;"Auvergne-Rhone-Alpes";"5-9";5;0;1,5
2020-07-10;"Auvergne-Rhone-Alpes";"5-9";5;0;1,5
2020-07-11;"Auvergne-Rhone-Alpes";"5-9";6;0;1,5
2020-07-12;"Auvergne-Rhone-Alpes";"5-9";6;0;1,5
2020-07-13;"Auvergne-Rhone-Alpes";"5-9";6;0;1,5
2020-07-14;"Auvergne-Rhone-Alpes";"5-9";6;0;1,5
2020-07-15;"Auvergne-Rhone-Alpes";"5-9";6;0;1,5
2020-07-16;"Auvergne-Rhone-Alpes";"5-9";7;0;1,5
2020-07-17;"Auvergne-Rhone-Alpes";"5-9";7;0;1,5
2020-07-18;"Auvergne-Rhone-Alpes";"5-9";7;0;1,5
2020-07-19;"Auvergne-Rhone-Alpes";"5-9";7;0;1,5
2020-07-20;"Auvergne-Rhone-Alpes";"5-9";7;0;1,5
2020-07-21;"Auvergne-Rhone-Alpes";"5-9";8;0;1,5
2020-07-22;"Auvergne-Rhone-Alpes";"5-9";8;0;1,5
2020-07-23;"Auvergne-Rhone-Alpes";"5-9";8;0;1,5
2020-07-24;"Auvergne-Rhone-Alpes";"5-9";8;0;1,5
2020-07-25;"Auvergne-Rhone-Alpes";"5-9";9;0;1,5
2020-07-26;"Auvergne-Rhone-Alpes";"5-9";9;0;1,5
2020-07-27;"Auvergne-Rhone-Alpes";"5-9";9;0;1,5
2020-07-28;"Auvergne-Rhone-Alpes";"5-9";10;0;1,5
2020-07-29;"Auvergne-Rhone-Alpes";"5-9";10;0;1,5
2020-07-30;"Auvergne-Rhone-Alpes";"5-9";10;0;1,5
2020-07-31;"Auvergne-Rhone-Alpes";"5-9";11;0;1,5
2020-08-01;"Auvergne-Rhone-Alpes";"5-9";11;0;1,5
2020-08-02;"Auvergne-Rhone-Alpes";"5-9";11;0;1,5
2020-08-03;"Auvergne-Rhone-Alpes";"5-9";12;0;1,5
2020-08-04;"Auvergne-Rhone-Alpes";"5-9";12;0;1,5
2020-08-05;"Auvergne-Rhone-Alpes";"5-9";12;0;1,5
2020-08-06;"Auvergne-Rhone-Alpes";"5-9";13;0;1,5
2020-08-07;"Auvergne-Rhone-Alpes";"5-9";13;0;1,5
2020-08-08;"Auvergne-Rhone-Alpes";"5-9";13;0;1,5
2020-08-09;"Auvergne-Rhone-Alpes";"5-9";14;0;1,5
2020-08-10;"Auvergne-Rhone-Alpes";"5-9";14;0;1,5
2020-08-11;"Auvergne-Rhone-Alpes";"5-9";15;0;1,5
2020-08-12;"Auvergne-Rhone-Alpes";"5-9";15;0;1,5
2020-08-13;"Auvergne-Rhone-Alpes";"5-9";16;0;1,5
2020-08-14;"Auvergne-Rhone-Alpes";"5-9";16;0;1,5
2020-08-15;"Auvergne-Rhone-Alpes";"5-9";17;0;1,5
2020-08-16;"Auvergne-Rhone-Alpes";"5-9";17;0;1,5
2020-08-17;"Auvergne-Rhone-Alpes";"5-9";18;0;1,5
2020-08-18;"Auvergne-Rhone-Alpes";"5-9";18;0;1,5
2020-08-19;"Auvergne-Rhone-Alpes";"5-9";19;0;1,5
2020-08-20;"Auvergne-Rhone-Alpes";"5-9";19;0;1,5
2020-08-21;"Auvergne-Rhone-Alpes";"5-9";20;0;1,5
2020-08-22;"Auvergne-Rhone-Alpes";"5-9";20;0;1,5
2020-08-23;"Auvergne-Rhone-Alpes";"5-9";21;0;1,5
2020-08-24;"Auvergne-Rhone-Alpes";"5-9";22;0;1,5
2020-08-25;"Auvergne-Rhone-Alpes";"5-9";22;0;1,5
2020-08-26;"Auvergne-Rhone-Alpes";"5-9";23;0;1,5
2020-08-27;"Auvergne-Rhone-Alpes";"5-9";24;0;1,5
2020-08-28;"Auvergne-Rhone-Alpes";"5-9";25;0;1,5
2020-08-29;"Auvergne-Rhone-Alpes";"5-9";25;0;1,5
2020-08-30;"Auvergne-Rhone-Alpes";"5-9";26;0;1,5
2020-08-31;"Auvergne-Rhone-Alpes";"5-9";27;0;1,5
2020-09-01;"Auvergne-Rhone-Alpes";"5-9";28;0;1,5
2020-09-02;"Auvergne-Rhone-Alpes";"5-9";28;0;1,5
2020-09-03;"Auvergne-Rhone-Alpes";"5-9";29;0;1,5
2020-09-04;"Auvergne-Rhone-Alpes";"5-9";30;0;1,5
2020-09-05;"Auvergne-Rhone-Alpes";"5-9";31;0;1,5
2020-09-06;"Auvergne-Rhone-Alpes";"5-9";32;0;1,5
2020-09-07;"Auvergne-Rhone-Alpes";"5-9";33;0;1,5
2020-09-08;"Auvergne-Rhone-Alpes";"5-9";34;0;1,5
2020-09-09;"Auvergne-Rhone-Alpes";"5-9";35;0;1,5
2020-09-10;"Auvergne-Rhone-Alpes";"5-9";36;0;1,5
2020-09-11;"Auvergne-Rhone-Alpes";"5-9";37;0;1,5
2020-09-12;"Auvergne-Rhone-Alpes";"5-9";38;0;1,5
2020-09-13;"Auvergne-Rhone-Alpes";"5-9";39;0;1,5
2020-09-14;"Auvergne-Rhone-Alpes";"5-9";41;0;1,5
2020-09-15;"Auvergne-Rhone-Alpes";"5-9";42;0;1,5
2020-09-16;"Auvergne-Rhone-Alpes";"5-9";43;0;1,5
2020-09-17;"Auvergne-Rhone-Alpes";"5-9";44;0;1,5
2020-09-18;"Auvergne-Rhone-Alpes";"5-9";46;0;1,5
2020-09-19;"Auvergne-Rhone-Alpes";"5-9";47;0;1,5
2020-09-20;"Auvergne-Rhone-Alpes";"5-9";48;0;1,5
2020-09-21;"Auvergne-Rhone-Alpes";"5-9";50;0;1,5
2020-09-22;"Auvergne-Rhone-Alpes";"5-9";51;0;1,5
2020-09-23;"Auvergne-Rhone-Alpes";"5-9";53;0;1,5
2020-09-24;"Auvergne-Rhone-Alpes";"5-9";54;0;1,5
2020-09-25;"Auvergne-Rhone-Alpes";"5-9";56;0;1,5
2020-09-26;"Auvergne-Rhone-Alpes";"5-9";58;0;1,5
2020-09-27;"Auvergne-Rhone-Alpes";"5-9";59;0;1,5
2020-09-28;"Auvergne-Rhone-Alpes";"5-9";61;0;1,5
2020-09-29;"Auvergne-Rhone-Alpes";"5-9";63;0;1,5
2020-09-30;"Auvergne-Rhone-Alpes";"5-9";65;0;1,5
2020-10-01;"Auvergne-Rhone-Alpes";"5-9";67;0;1,5
2020-10-02;"Auvergne-Rhone-Alpes";"5-9";68;0;1,5
2020-10-03;"Auvergne-Rhone-Alpes";"5-9";70;0;1,5
2020-10-04;"Auvergne-Rhone-Alpes";"5-9";72;0;1,5
2020-10-05;"Auvergne-Rhone-Alpes";"5-9";75;0;1,5
2020-10-06;"Auvergne-Rhone-Alpes";"5-9";77;0;1,5
2020-10-07;"Auvergne-Rhone-Alpes";"5-9";79;0;1,5
2020-10-08;"Auvergne-Rhone-Alpes";"5-9";81;0;1,5
2020-10-09;"Auvergne-Rhone-Alpes";"5-9";83;0;1,5
2020-10-10;"Auvergne-Rhone-Alpes";"5-9";86;0;1,5
2020-10-11;"Auvergne-Rhone-Alpes";"5-9";88;0;1,5
2020-10-12;"Auvergne-Rhone-Alpes";"5-9";91;0;1,5
2020-10-13;"Auvergne-Rhone-Alpes";"5-9";93;0;1,5
2020-10-14;"Auvergne-Rhone-Alpes";"5-9";96;0;1,5
2020-10-15;"Auvergne-Rhone-Alpes";"5-9";98;0;1,5
2020-10-16;"Auvergne-Rhone-Alpes";"5-9";101;0;1,5
2020-10-17;"Auvergne-Rhone-Alpes";"5-9";104;0;1,5
2020-10-18;"Auvergne-Rhone-Alpes";"5-9";107;0;1,5
2020-10-19;"Auvergne-Rhone-Alpes";"5-9";110;0;1,5
2020-10-20;"Auvergne-Rhone-Alpes";"5-9";113;0;1,5
2020-10-21;"Auvergne-Rhone-Alpes";"5-9";116;0;1,5
2020-10-22;"Auvergne-Rhone-Alpes";"5-9";119;0;1,5
2020-10-23;"Auvergne-Rhone-Alpes";"5-9";122;0;1,5
2020-10-24;"Auvergne-Rhone-Alpes";"5-9";125;0;1,5
2020-10-25;"Auvergne-Rhone-Alpes";"5-9";129;0;1,5
2020-10-26;"Auvergne-Rhone-Alpes";"5-9";132;0;1,5
2020-10-27;"Auvergne-Rhone-Alpes";"5-9";135;0;1,5
2020-10-28;"Auvergne-Rhone-Alpes";"5-9";139;0;1,5
2020-10-29;"Auvergne-Rhone-Alpes";"5-9";143;0;1,5
2020-10-30;"Auvergne-Rhone-Alpes";"5-9";146;0;1,5
2020-10-31;"Auvergne-Rhone-Alpes";"5-9";150;0;1,5
2020-11-01;"Auvergne-Rhone-Alpes";"5-9";154;0;1,5
2020-11-02;"Auvergne-Rhone-Alpes";"5-9";158;0;1,5
2020-11-03;"Auvergne-Rhone-Alpes";"5-9";162;0;1,5
2020-11-04;"Auvergne-Rhone-Alpes";"5-9";166;0;1,5
2020-11-05;"Auvergne-Rhone-Alpes";"5-9";170;0;1,5
2020-11-06;"Auvergne-Rhone-Alpes";"5-9";174;0;1,5
2020-11-07;"Auvergne-Rhone-Alpes";"5-9";179;0;1,5
2020-11-08;"Auvergne-Rhone-Alpes";"5-9";183;0;1,5
2020-11-09;"Auvergne-Rhone-Alpes";"5-9";187;0;1,5
2020-11-10;"Auvergne-Rhone-Alpes";"5-9";192;0;1,5
2020-11-11;"Auvergne-Rhone-Alpes";"5-9";196;0;1,5
2020-11-12;"Auvergne-Rhone-Alpes";"5-9";201;0;1,5
2020-11-13;"Auvergne-Rhone-Alpes";"5-9";206;0;1,5
2020-11-14;"Auvergne-Rhone-Alpes";"5-9";211;0;1,5
2020-11-15;"Auvergne-Rhone-Alpes";"5-9";215;0;1,5
2020-11-16;"Auvergne-Rhone-Alpes";"5-9";220;0;1,5
2020-11-17;"Auvergne-Rhone-Alpes";"5-9";225;0;1,5
2020-11-18;"Auvergne-Rhone-Alpes";"5-9";230;0;1,5
2020-11-19;"Auvergne-Rhone-Alpes";"5-9";235;0;1,5
2020-11-20;"Auvergne-Rhone-Alpes";"5-9";240;0;1,5
2020-11-21;"Auvergne-Rhone-Alpes";"5-9";246;0;1,5
2020-11-22;"Auvergne-Rhone-Alpes";"5-9";251;0;1,5
2020-11-23;"Auvergne-Rhone-Alpes";"5-9";256;0;1,5
2020-11-24;"Auvergne-Rhone-Alpes";"5-9";262;0;1,5
2020-11-25;"Auvergne-Rhone-Alpes";"5-9";267;0;1,5
2020-11-26;"Auvergne-Rhone-Alpes";"5-9";272;0;1,5
2020-11-27;"Auvergne-Rhone-Alpes";"5-9";278;0;1,5
2020-11-28;"Auvergne-Rhone-Alpes";"5-9";283;0;1,5
2020-11-29;"Auvergne-Rhone-Alpes";"5-9";289;0;1,5
2020-11-30;"Auvergne-Rhone-Alpes";"5-9";294;0;1,5
2020-12-01;"Auvergne-Rhone-Alpes";"5-9";300;0;1,5
2020-12-02;"Auvergne-Rhone-Alpes";"5-9";305;0;1,5
2020-12-03;"Auvergne-Rhone-Alpes";"5-9";311;0;1,5
2020-12-04;"Auvergne-Rhone-Alpes";"5-9";316;0;1,5
2020-12-05;"Auvergne-Rhone-Alpes";"5-9";322;0;1,5
2020-12-06;"Auvergne-Rhone-Alpes";"5-9";328;0;1,5
2020-12-07;"Auvergne-Rhone-Alpes";"5-9";333;0;1,5
2020-12-08;"Auvergne-Rhone-Alpes";"5-9";339;0;1,5
2020-12-09;"Auvergne-Rhone-Alpes";"5-9";344;0;1,5
2020-12-10;"Auvergne-Rhone-Alpes";"5-9";350;0;1,5
2020-12-11;"Auvergne-Rhone-Alpes";"5-9";355;0;1,5
2020-12-12;"Auvergne-Rhone-Alpes";"5-9";360;0;1,5
2020-12-13;"Auvergne-Rhone-Alpes";"5-9";366;0;1,5
2020-12-14;"Auvergne-Rhone-Alpes";"5-9";371;0;1,5
2020-12-15;"Auvergne-Rhone-Alpes";"5-9";376;0;1,5
2020-12-16;"Auvergne-Rhone-Alpes";"5-9";381;0;1,5
2020-12-17;"Auvergne-Rhone-Alpes";"5-9";386;0;1,5
2020-12-18;"Auvergne-Rhone-Alpes";"5-9";391;0;1,5
2020-12-19;"Auvergne-Rhone-Alpes";"5-9";396;0;1,5
2020-12-20;"Auvergne-Rhone-Alpes";"5-9";401;0;1,5
2020-12-21;"Auvergne-Rhone-Alpes";"5-9";406;0;1,5
2020-12-22;"Auvergne-Rhone-Alpes";"5-9";411;0;1,5
2020-12-23;"Auvergne-Rhone-Alpes";"5-9";415;0;1,5
2020-12-24;"Auvergne-Rhone-Alpes";"5-9";419;0;1,5
2020-12-25;"Auvergne-Rhone-Alpes";"5-9";424;0;1,5
2020-12-26;"Auvergne-Rhone-Alpes";"5-9";428;0;1,5
2020-12-27;"Auvergne-Rhone-Alpes";"5-9";432;0;1,5
2020-12-28;"Auvergne-Rhone-Alpes";"5-9";436;0;1,5
2020-12-29;"Auvergne-Rhone-Alpes";"5-9";439;0;1,5
2020-12-30;"Auvergne-Rhone-Alpes";"5-9";443;0;1,5
2020-12-31;"Auvergne-Rhone-Alpes";"5-9";446;0;1,5
2020-03-10;"Auvergne-Rhone-Alpes";"10-14";38;0;1,5
2020-03-11;"Auvergne-Rhone-Alpes";"10-14";45;0;1,5
2020-03-12;"Auvergne-Rhone-Alpes";"10-14";53;0;1,5
2020-03-13;"Auvergne-Rhone-Alpes";"10-14";62;0;1,5
2020-03-14;"Auvergne-Rhone-Alpes";"10-14";74;0;1,5
2020-03-15;"Auvergne-Rhone-Alpes";"10-14";87;0;1,5
2020-03-16;"Auvergne-Rhone-Alpes";"10-14";103;0;1,5
2020-03-17;"Auvergne-Rhone-Alpes";"10-14";122;0;1,5
2020-03-18;"Auvergne-Rhone-Alpes";"10-14";144;0;1,5
2020-03-19;"Auvergne-Rhone-Alpes";"10-14";171;0;1,5
2020-03-20;"Auvergne-Rhone-Alpes";"10-14";202;0;1,5
2020-03-21;"Auvergne-Rhone-Alpes";"10-14";238;0;1,5
2020-03-22;"Auvergne-Rhone-Alpes";"10-14";281;0;1,5
2020-03-23;"Auvergne-Rhone-Alpes";"10-14";332;1;1,5
2020-03-24;"Auvergne-Rhone-Alpes";"10-14";391;1;1,5
2020-03-25;"Auvergne-Rhone-Alpes";"10-14";444;1;1,5
2020-03-26;"Auvergne-Rhone-Alpes";"10-14";451;1;1,5
2020-03-27;"Auvergne-Rhone-Alpes";"10-14";422;1;1,5
2020-03-28;"Auvergne-Rhone-Alpes";"10-14";377;1;1,5
2020-03-29;"Auvergne-Rhone-Alpes";"10-14";332;1;1,5
2020-03-30;"Auvergne-Rhone-Alpes";"10-14";293;1;1,5
2020-03-31;"Auvergne-Rhone-Alpes";"10-14";262;1;1,5
2020-04-01;"Auvergne-Rhone-Alpes";"10-14";238;1;1,5
2020-04-02;"Auvergne-Rhone-Alpes";"10-14";220;1;1,5
2020-04-03;"Auvergne-Rhone-Alpes";"10-14";205;1;1,5
2020-04-04;"Auvergne-Rhone-Alpes";"10-14";194;1;1,5
2020-04-05;"Auvergne-Rhone-Alpes";"10-14";184;1;1,5
2020-04-06;"Auvergne-Rhone-Alpes";"10-14";176;1;1,5
2020-04-07;"Auvergne-Rhone-Alpes";"10-14";168;1;1,5
2020-04-08;"Auvergne-Rhone-Alpes";"10-14";161;1;1,5
2020-04-09;"Auvergne-Rhone-Alpes";"10-14";154;1;1,5
2020-04-10;"Auvergne-Rhone-Alpes";"10-14";148;1;1,5
2020-04-11;"Auvergne-Rhone-Alpes";"10-14";141;1;1,5
2020-04-12;"Auvergne-Rhone-Alpes";"10-14";135;1;1,5
2020-04-13;"Auvergne-Rhone-Alpes";"10-14";130;1;1,5
2020-04-14;"Auvergne-Rhone-Alpes";"10-14";124;0;1,5
2020-04-15;"Auvergne-Rhone-Alpes";"10-14";119;0;1,5
2020-04-16;"Auvergne-Rhone-Alpes";"10-14";114;0;1,5
2020-04-17;"Auvergne-Rhone-Alpes";"10-14";109;0;1,5
2020-04-18;"Auvergne-Rhone-Alpes";"10-14";104;0;1,5
2020-04-19;"Auvergne-Rhone-Alpes";"10-14";99;0;1,5
2020-04-20;"Auvergne-Rhone-Alpes";"10-14";95;0;1,5
2020-04-21;"Auvergne-Rhone-Alpes";"10-14";91;0;1,5
2020-04-22;"Auvergne-Rhone-Alpes";"10-14";87;0;1,5
2020-04-23;"Auvergne-Rhone-Alpes";"10-14";83;0;1,5
2020-04-24;"Auvergne-Rhone-Alpes";"10-14";80;0;1,5
2020-04-25;"Auvergne-Rhone-Alpes";"10-14";76;0;1,5
2020-04-26;"Auvergne-Rhone-Alpes";"10-14";73;0;1,5
2020-04-27;"Auvergne-Rhone-Alpes";"10-14";70;0;1,5
2020-04-28;"Auvergne-Rhone-Alpes";"10-14";67;0;1,5
2020-04-29;"Auvergne-Rhone-Alpes";"10-14";64;0;1,5
2020-04-30;"Auvergne-Rhone-Alpes";"10-14";61;0;1,5
2020-05-01;"Auvergne-Rhone-Alpes";"10-14";59;0;1,5
2020-05-02;"Auvergne-Rhone-Alpes";"10-14";56;0;1,5
2020-05-03;"Auvergne-Rhone-Alpes";"10-14";54;0;1,5
2020-05-04;"Auvergne-Rhone-Alpes";"10-14";51;0;1,5
2020-05-05;"Auvergne-Rhone-Alpes";"10-14";49;0;1,5
2020-05-06;"Auvergne-Rhone-Alpes";"10-14";47;0;1,5
2020-05-07;"Auvergne-Rhone-Alpes";"10-14";45;0;1,5
2020-05-08;"Auvergne-Rhone-Alpes";"10-14";43;0;1,5
2020-05-09;"Auvergne-Rhone-Alpes";"10-14";41;0;1,5
2020-05-10;"Auvergne-Rhone-Alpes";"10-14";39;0;1,5
2020-05-11;"Auvergne-Rhone-Alpes";"10-14";38;0;1,5
2020-05-12;"Auvergne-Rhone-Alpes";"10-14";36;0;1,5
2020-05-13;"Auvergne-Rhone-Alpes";"10-14";35;0;1,5
2020-05-14;"Auvergne-Rhone-Alpes";"10-14";33;0;1,5
2020-05-15;"Auvergne-Rhone-Alpes";"10-14";32;0;1,5
2020-05-16;"Auvergne-Rhone-Alpes";"10-14";30;0;1,5
2020-05-17;"Auvergne-Rhone-Alpes";"10-14";29;0;1,5
2020-05-18;"Auvergne-Rhone-Alpes";"10-14";28;0;1,5
2020-05-19;"Auvergne-Rhone-Alpes";"10-14";27;0;1,5
2020-05-20;"Auvergne-Rhone-Alpes";"10-14";25;0;1,5
2020-05-21;"Auvergne-Rhone-Alpes";"10-14";24;0;1,5
2020-05-22;"Auvergne-Rhone-Alpes";"10-14";23;0;1,5
2020-05-23;"Auvergne-Rhone-Alpes";"10-14";22;0;1,5
2020-05-24;"Auvergne-Rhone-Alpes";"10-14";21;0;1,5
2020-05-25;"Auvergne-Rhone-Alpes";"10-14";20;0;1,5
2020-05-26;"Auvergne-Rhone-Alpes";"10-14";20;0;1,5
2020-05-27;"Auvergne-Rhone-Alpes";"10-14";19;0;1,5
2020-05-28;"Auvergne-Rhone-Alpes";"10-14";18;0;1,5
2020-05-29;"Auvergne-Rhone-Alpes";"10-14";17;0;1,5
2020-05-30;"Auvergne-Rhone-Alpes";"10-14";16;0;1,5
2020-05-31;"Auvergne-Rhone-Alpes";"10-14";16;0;1,5
2020-06-01;"Auvergne-Rhone-Alpes";"10-14";15;0;1,5
2020-06-02;"Auvergne-Rhone-Alpes";"10-14";14;0;1,5
2020-06-03;"Auvergne-Rhone-Alpes";"10-14";14;0;1,5
2020-06-04;"Auvergne-Rhone-Alpes";"10-14";13;0;1,5
2020-06-05;"Auvergne-Rhone-Alpes";"10-14";13;0;1,5
2020-06-06;"Auvergne-Rhone-Alpes";"10-14";12;0;1,5
2020-06-07;"Auvergne-Rhone-Alpes";"10-14";12;0;1,5
2020-06-08;"Auvergne-Rhone-Alpes";"10-14";11;0;1,5
2020-06-09;"Auvergne-Rhone-Alpes";"10-14";11;0;1,5
2020-06-10;"Auvergne-Rhone-Alpes";"10-14";10;0;1,5
2020-06-11;"Auvergne-Rhone-Alpes";"10-14";10;0;1,5
2020-06-12;"Auvergne-Rhone-Alpes";"10-14";9;0;1,5
2020-06-13;"Auvergne-Rhone-Alpes";"10-14";9;0;1,5
2020-06-14;"Auvergne-Rhone-Alpes";"10-14";8;0;1,5
2020-06-15;"Auvergne-Rhone-Alpes";"10-14";8;0;1,5
2020-06-16;"Auvergne-Rhone-Alpes";"10-14";8;0;1,5
2020-06-17;"Auvergne-Rhone-Alpes";"10-14";7;0;1,5
2020-06-18;"Auvergne-Rhone-Alpes";"10-14";7;0;1,5
2020-06-19;"Auvergne-Rhone-Alpes";"10-14";7;0;1,5
2020-06-20;"Auvergne-Rhone-Alpes";"10-14";7;0;1,5
2020-06-21;"Auvergne-Rhone-Alpes";"10-14";6;0;1,5
2020-06-22;"Auvergne-Rhone-Alpes";"10-14";6;0;1,5
2020-06-23;"Auvergne-Rhone-Alpes";"10-14";6;0;1,5
2020-06-24;"Auvergne-Rhone-Alpes";"10-14";5;0;1,5
2020-06-25;"Auvergne-Rhone-Alpes";"10-14";5;0;1,5
2020-06-26;"Auvergne-Rhone-Alpes";"10-14";5;0;1,5
2020-06-27;"Auvergne-Rhone-Alpes";"10-14";5;0;1,5
2020-06-28;"Auvergne-Rhone-Alpes";"10-14";5;0;1,5
2020-06-29;"Auvergne-Rhone-Alpes";"10-14";4;0;1,5
2020-06-30;"Auvergne-Rhone-Alpes";"10-14";4;0;1,5
2020-07-01;"Auvergne-Rhone-Alpes";"10-14";4;0;1,5
2020-07-02;"Auvergne-Rhone-Alpes";"10-14";4;0;1,5
2020-07-03;"Auvergne-Rhone-Alpes";"10-14";4;0;1,5
2020-07-04;"Auvergne-Rhone-Alpes";"10-14";5;0;1,5
2020-07-05;"Auvergne-Rhone-Alpes";"10-14";5;0;1,5
2020-07-06;"Auvergne-Rhone-Alpes";"10-14";6;0;1,5
2020-07-07;"Auvergne-Rhone-Alpes";"10-14";6;0;1,5
2020-07-08;"Auvergne-Rhone-Alpes";"10-14";6;0;1,5
2020-07-09;"Auvergne-Rhone-Alpes";"10-14";7;0;1,5
2020-07-10;"Auvergne-Rhone-Alpes";"10-14";7;0;1,5
2020-07-11;"Auvergne-Rhone-Alpes";"10-14";7;0;1,5
2020-07-12;"Auvergne-Rhone-Alpes";"10-14";7;0;1,5
2020-07-13;"Auvergne-Rhone-Alpes";"10-14";8;0;1,5
2020-07-14;"Auvergne-Rhone-Alpes";"10-14";8;0;1,5
2020-07-15;"Auvergne-Rhone-Alpes";"10-14";8;0;1,5
2020-07-16;"Auvergne-Rhone-Alpes";"10-14";8;0;1,5
2020-07-17;"Auvergne-Rhone-Alpes";"10-14";9;0;1,5
2020-07-18;"Auvergne-Rhone-Alpes";"10-14";9;0;1,5
2020-07-19;"Auvergne-Rhone-Alpes";"10-14";9;0;1,5
2020-07-20;"Auvergne-Rhone-Alpes";"10-14";9;0;1,5
2020-07-21;"Auvergne-Rhone-Alpes";"10-14";10;0;1,5
2020-07-22;"Auvergne-Rhone-Alpes";"10-14";10;0;1,5
2020-07-23;"Auvergne-Rhone-Alpes";"10-14";10;0;1,5
2020-07-24;"Auvergne-Rhone-Alpes";"10-14";11;0;1,5
2020-07-25;"Auvergne-Rhone-Alpes";"10-14";11;0;1,5
2020-07-26;"Auvergne-Rhone-Alpes";"10-14";11;0;1,5
2020-07-27;"Auvergne-Rhone-Alpes";"10-14";12;0;1,5
2020-07-28;"Auvergne-Rhone-Alpes";"10-14";12;0;1,5
2020-07-29;"Auvergne-Rhone-Alpes";"10-14";12;0;1,5
2020-07-30;"Auvergne-Rhone-Alpes";"10-14";13;0;1,5
2020-07-31;"Auvergne-Rhone-Alpes";"10-14";13;0;1,5
2020-08-01;"Auvergne-Rhone-Alpes";"10-14";13;0;1,5
2020-08-02;"Auvergne-Rhone-Alpes";"10-14";14;0;1,5
2020-08-03;"Auvergne-Rhone-Alpes";"10-14";14;0;1,5
2020-08-04;"Auvergne-Rhone-Alpes";"10-14";15;0;1,5
2020-08-05;"Auvergne-Rhone-Alpes";"10-14";15;0;1,5
2020-08-06;"Auvergne-Rhone-Alpes";"10-14";16;0;1,5
2020-08-07;"Auvergne-Rhone-Alpes";"10-14";16;0;1,5
2020-08-08;"Auvergne-Rhone-Alpes";"10-14";17;0;1,5
2020-08-09;"Auvergne-Rhone-Alpes";"10-14";17;0;1,5
2020-08-10;"Auvergne-Rhone-Alpes";"10-14";18;0;1,5
2020-08-11;"Auvergne-Rhone-Alpes";"10-14";18;0;1,5
2020-08-12;"Auvergne-Rhone-Alpes";"10-14";19;0;1,5
2020-08-13;"Auvergne-Rhone-Alpes";"10-14";19;0;1,5
2020-08-14;"Auvergne-Rhone-Alpes";"10-14";20;0;1,5
2020-08-15;"Auvergne-Rhone-Alpes";"10-14";21;0;1,5
2020-08-16;"Auvergne-Rhone-Alpes";"10-14";21;0;1,5
